,Unnamed: 0,callsign,typecode,origin,destination,firstseen,latitude_1,longitude_1,latitude_2,longitude_2,type,Departure Country,Arrival Country,Is International,date
10173,34909386,GEC8189,,KORD,EDDF,2020-04-03,41.965725139036024,-87.89714014807413,50.03654479980469,8.531281320672285,cargo,['US'],['DE'],0,2020-04-03
10175,34911068,GEC8390,MD11,UNNT,RKSI,2020-04-03,54.95687193789724,82.60362104936078,37.33708190917969,126.57073974609379,cargo,['RU'],['KR'],0,2020-04-03
10177,34919045,GEC8475,B77L,VHHH,EDDF,2020-04-03,22.29987192962129,113.90940348307294,50.04025268554688,8.546622426886309,cargo,['HK'],['DE'],0,2020-04-03
10178,34919401,GEC8267,MD11,GOBD,EDDF,2020-04-03,14.66120910644531,-17.07275390625,50.03883749751722,8.541369051546662,cargo,['SN'],['DE'],0,2020-04-03
10179,34921179,GEC8390,MD11,RKSI,RJBB,2020-04-03,37.48915100097656,126.4308978141622,34.434768676757805,135.21546655771678,cargo,['KR'],['JP'],0,2020-04-03
10180,34921240,GEC8160,MD11,EDDF,CYYZ,2020-04-03,50.02712960970604,8.511138091216216,43.67134094238281,-79.66818876044692,cargo,['DE'],['CA'],0,2020-04-03
10181,34921683,GEC8387,B77L,RKSI,EDDF,2020-04-03,37.50164484573623,126.4190806513247,50.04044354972193,8.546528171848607,cargo,['KR'],['DE'],0,2020-04-03
10182,34923304,GEC8188,MD11,EDDF,KORD,2020-04-03,50.04025268554688,8.543134990491362,41.96577169127383,-87.87670046784154,cargo,['DE'],['US'],0,2020-04-03
10183,34923310,GEC8254,MD11,EDDF,GOBD,2020-04-03,50.04008102416992,8.545592458624588,14.66029357910156,-17.0727065513874,cargo,['DE'],['SN'],0,2020-04-03
10184,34923440,GEC8170,B77L,EDDF,KATL,2020-04-03,50.03766632080078,8.53373878880551,33.63180386818061,-84.40744400024414,cargo,['DE'],['US'],0,2020-04-03
10186,34927739,GEC8391,MD11,RJBB,UNNT,2020-04-03,34.46387856693591,135.2534294128418,55.02685546875,82.80419742359835,cargo,['JP'],['RU'],0,2020-04-03
10188,34934285,GEC8254,MD11,GOBD,GOBD,2020-04-04,14.6597900390625,-17.07270655138739,14.660091076867053,-17.07270572060031,cargo,['SN'],['SN'],1,2020-04-04
10190,34936367,GEC8160,MD11,CYYZ,KJFK,2020-04-04,43.6785216250662,-79.59810529436385,40.58963012695312,-73.81085205078125,cargo,['CA'],['US'],0,2020-04-04
10193,34938120,GEC8402,B77L,EDDF,UNCC,2020-04-04,50.04053665419756,8.547548861116976,55.02946472167969,82.80573227826287,cargo,['DE'],['RU'],0,2020-04-04
10194,34938445,GEC8171,B77L,KATL,EDDF,2020-04-04,33.63455200195312,-84.44775639748087,50.04257583618164,8.582075018631784,cargo,['US'],['DE'],0,2020-04-04
10195,34938484,GEC8189,MD11,KORD,EDDF,2020-04-04,41.96571350097656,-87.92470758611506,50.04025268554688,8.543369895533512,cargo,['US'],['DE'],0,2020-04-04
10196,34938916,GEC8161,MD11,KJFK,EDDF,2020-04-04,40.65422058105469,-73.75836181640625,50.039698713916856,8.544041401631121,cargo,['US'],['DE'],0,2020-04-04
10199,34941302,GEC8476,,EDDF,VOBL,2020-04-04,50.04031553106793,8.543633125923776,13.20730590820312,77.67049855199353,cargo,['DE'],['IN'],0,2020-04-04
10202,34944638,GEC8343,MD11,LLBG,EDDF,2020-04-04,31.95960093352754,34.84493333466199,50.04122329970537,8.567572928763724,cargo,['IL'],['DE'],0,2020-04-04
10203,34946774,GEC8459,B77L,VHHH,EDDF,2020-04-04,22.30424783997616,113.9229838053385,50.04123493776483,8.547493187156883,cargo,['HK'],['DE'],0,2020-04-04
10204,34948746,GEC8254,MD11,GOBD,SBKP,2020-04-04,14.663303181276481,-17.07275390625,-23.00633239746094,-47.13604181463069,cargo,['SN'],['BR'],0,2020-04-04
10205,34949644,GEC8385,,RKSI,EDDF,2020-04-04,37.50173795021186,126.42337964928673,50.040606482554296,8.544857953045819,cargo,['KR'],['DE'],0,2020-04-04
10206,34950958,GEC8176,B77L,EDDF,KATL,2020-04-04,50.04093933105469,8.546206825657894,33.63180386818061,-84.4595718383789,cargo,['DE'],['US'],0,2020-04-04
10207,34955693,GEC8476,,VOBL,VHHH,2020-04-04,13.20634460449219,77.72211535223599,22.31378173828125,113.90689919211651,cargo,['IN'],['HK'],0,2020-04-04
10211,34962681,GEC8403,B77L,UNNT,EDDF,2020-04-05,55.02365112304688,82.72664687212776,50.04415609068789,8.568482270111911,cargo,['RU'],['DE'],0,2020-04-05
10213,34963496,GEC8255,MD11,SBKP,GOBD,2020-04-05,-23.00198364257812,-47.14203435724431,14.66336059570312,-17.07275390625,cargo,['BR'],['SN'],0,2020-04-05
10214,34963840,GEC8177,B77L,KATL,EDDF,2020-04-05,33.634780883789055,-84.4127795161033,50.034240464032706,8.561857068860853,cargo,['US'],['DE'],0,2020-04-05
10215,34964232,GEC8342,MD11,EDDF,LLBG,2020-04-05,50.040321350097656,8.543659009431536,31.96577453613281,34.96025390625,cargo,['DE'],['IL'],0,2020-04-05
10216,34964417,GEC8477,,VHHH,EDDF,2020-04-05,22.300048828125,113.9098954634233,50.03961181640625,8.54691154078433,cargo,['HK'],['DE'],0,2020-04-05
10217,34965653,GEC8174,MD11,EDDF,KATL,2020-04-05,50.0394172668457,8.541093123586553,33.63180541992188,-84.46025614835776,cargo,['DE'],['US'],0,2020-04-05
10219,34967540,GEC8264,MD11,EDDF,GOBD,2020-04-05,50.066699011851156,8.674596838048986,14.65887451171875,-17.0727065513874,cargo,['DE'],['SN'],0,2020-04-05
10220,34969291,GEC8343,MD11,LLBG,EDDF,2020-04-05,32.009830798132946,34.84588623046875,50.03518314684854,8.559630110457137,cargo,['IL'],['DE'],0,2020-04-05
10221,34971197,GEC8184,MD11,EDDF,KORD,2020-04-05,50.03890228271485,8.542845876593338,41.96553893008475,-87.9986998092296,cargo,['DE'],['US'],0,2020-04-05
10222,34972356,GEC8255,MD11,GOBD,EDDF,2020-04-05,14.66281127929688,-17.07275390625,50.04157244148901,8.571618569863809,cargo,['SN'],['DE'],0,2020-04-05
10223,34975779,GEC8170,B77L,EDDF,KATL,2020-04-05,50.04030990600586,8.543622870194284,33.63189697265625,-84.45980072021484,cargo,['DE'],['US'],0,2020-04-05
10224,34976147,GEC8160,MD11,EDDF,KJFK,2020-04-05,50.039698713916856,8.544041401631121,40.66216937566207,-73.74173251065343,cargo,['DE'],['US'],0,2020-04-05
10225,34979001,GEC8264,MD11,GOBD,SBKP,2020-04-05,14.66807556152344,-17.0728012611126,-23.00634869074418,-47.13602701822913,cargo,['SN'],['BR'],0,2020-04-05
10227,34981797,GEC8175,MD11,KATL,EDDF,2020-04-05,33.63482666015625,-84.41087372448982,50.0402689788301,8.546212686074746,cargo,['US'],['DE'],0,2020-04-05
10228,34983601,GEC8384,,EDDF,RKSI,2020-04-05,50.040606482554296,8.544857953045819,37.322232521186436,126.5836367399796,cargo,['DE'],['KR'],0,2020-04-05
10231,34986833,GEC8185,MD11,KORD,CYYZ,2020-04-06,41.96905517578125,-87.89824052290481,43.68278503417969,-79.65158152025799,cargo,['US'],['CA'],0,2020-04-06
10233,34988467,GEC8387,,RKSI,EDDF,2020-04-06,37.505601785950745,126.4150801948879,50.0371034266585,8.526504104201859,cargo,['KR'],['DE'],0,2020-04-06
10234,34988764,GEC8185,MD11,CYYZ,EDDF,2020-04-06,43.67301682294425,-79.66251918247768,50.03886795043945,8.541472585577713,cargo,['CA'],['DE'],0,2020-04-06
10235,34989165,GEC8171,B77L,KATL,EDDF,2020-04-06,33.634736659163124,-84.41328048706055,50.03968048095703,8.543984262566816,cargo,['US'],['DE'],0,2020-04-06
10236,34989329,GEC8160,MD11,KJFK,CYYZ,2020-04-06,40.61627197265625,-73.7896728515625,43.68095397949219,-79.65426422828847,cargo,['US'],['CA'],0,2020-04-06
10238,34990688,GEC8161,MD11,CYYZ,EDDF,2020-04-06,43.67756652832031,-79.65507862179776,50.04037857055664,8.5465501484118,cargo,['CA'],['DE'],0,2020-04-06
10240,34991678,GEC8174,B77L,EDDF,KATL,2020-04-06,50.039675437797925,8.544004285657728,33.63180386818061,-84.40841674804688,cargo,['DE'],['US'],0,2020-04-06
10241,34992849,GEC8265,MD11,SAEZ,SBKP,2020-04-06,-34.82172561904133,-58.52920532226562,-23.00715637207031,-47.13489324396306,cargo,['AR'],['BR'],0,2020-04-06
10243,34999288,GEC8265,MD11,SBKP,GOBD,2020-04-06,-23.01260375976562,-47.12725275213069,14.66702270507812,-17.0728012611126,cargo,['BR'],['SN'],0,2020-04-06
10244,35000413,GEC8188,B77L,EDDF,KORD,2020-04-06,50.0402689788301,8.543354756123312,41.965725139036024,-87.8912637400073,cargo,['DE'],['US'],0,2020-04-06
10245,35001706,GEC8385,,RKSI,EDDF,2020-04-06,37.50294830839513,126.417587943699,50.04064178466797,8.544978091591283,cargo,['KR'],['DE'],0,2020-04-06
10246,35002473,GEC8254,MD11,EDDF,GOBD,2020-04-06,50.03939437866211,8.540984705874793,14.64958190917969,-17.07256448679959,cargo,['DE'],['SN'],0,2020-04-06
10248,35007871,GEC8454,,EDDF,OMSJ,2020-04-06,50.036865234375,8.526637428685238,25.34417724609375,55.49479166666667,cargo,['DE'],['AE'],0,2020-04-06
10249,35008969,GEC8175,B77L,KATL,CYYZ,2020-04-06,33.63491821289062,-84.44467349928254,43.6728515625,-79.66601704442223,cargo,['US'],['CA'],0,2020-04-06
10250,35011136,GEC8265,MD11,GOBD,EDDF,2020-04-06,14.67279052734375,-17.0728486159752,50.03937149047852,8.540930497018914,cargo,['SN'],['DE'],0,2020-04-06
10251,35013324,GEC8254,MD11,GOBD,SBKP,2020-04-07,14.67661712129237,-17.07289846319901,-23.00875854492188,-47.13259610262782,cargo,['SN'],['BR'],0,2020-04-07
10252,35013415,GEC8175,B77L,CYYZ,EDDF,2020-04-07,43.677869893736755,-79.59882463727678,50.040321350097656,8.543659009431536,cargo,['CA'],['DE'],0,2020-04-07
10253,35016265,GEC8189,B77L,KORD,CYYZ,2020-04-07,41.96905517578125,-87.90529424493963,43.673168117717154,-79.66559273856029,cargo,['US'],['CA'],0,2020-04-07
10254,35016597,GEC8401,B77L,RKSI,EDDM,2020-04-07,37.50122587559586,126.4190806513247,48.3579060182733,11.79396779913651,cargo,['KR'],['DE'],0,2020-04-07
10255,35016834,GEC8454,,OMSJ,VHHH,2020-04-07,25.29945373535156,55.57535807291667,22.30275816836599,113.9182535807292,cargo,['AE'],['HK'],0,2020-04-07
10256,35017940,GEC8189,B77L,CYYZ,EDDF,2020-04-07,43.68955993652344,-79.64168105014534,50.03997802734375,8.545212996633428,cargo,['CA'],['DE'],0,2020-04-07
10257,35018551,GEC8342,MD11,EDDF,LLBG,2020-04-07,50.039966389284295,8.545191996806379,31.95387268066406,34.86522216796875,cargo,['DE'],['IL'],0,2020-04-07
10259,35020376,GEC8174,MD11,EDDF,KATL,2020-04-07,50.036998684123404,8.531069368929476,33.63180386818061,-84.41019058227539,cargo,['DE'],['US'],0,2020-04-07
10262,35024794,GEC8255,MD11,SBKP,GOBD,2020-04-07,-23.00285339355469,-47.14088578657669,14.65776346497617,-17.072657534950682,cargo,['BR'],['SN'],0,2020-04-07
10263,35025430,GEC8343,MD11,LLBG,EDDF,2020-04-07,32.006423950195305,34.8369873046875,50.039349572133204,8.540849427919131,cargo,['IL'],['DE'],0,2020-04-07
10264,35028080,GEC8455,,VHHH,EDDF,2020-04-07,22.30096435546875,113.9127918590199,50.04123493776483,8.547493187156883,cargo,['HK'],['DE'],0,2020-04-07
10265,35029305,GEC8188,MD11,EDDF,KORD,2020-04-07,50.03898239135742,8.542123091848271,41.96577169127383,-87.88142714389534,cargo,['DE'],['US'],0,2020-04-07
10266,35030574,GEC8401,B77L,EDDM,EDDF,2020-04-07,48.363538839049255,11.77734375,50.040606482554296,8.547827230917441,cargo,['DE'],['DE'],1,2020-04-07
10267,35030765,GEC8385,B77L,RKSI,EDDF,2020-04-07,37.49601202496027,126.42839514690901,50.04249572753906,8.56792650724712,cargo,['KR'],['DE'],0,2020-04-07
10268,35032121,GEC8160,MD11,EDDF,KJFK,2020-04-07,50.041282653808594,8.547652395148027,40.66232299804688,-73.74163818359375,cargo,['DE'],['US'],0,2020-04-07
10269,35032801,GEC8170,B77L,EDDF,KATL,2020-04-07,50.04030389300847,8.54636114996833,33.63180541992188,-84.41020109215559,cargo,['DE'],['US'],0,2020-04-07
10270,35035605,GEC8386,B77L,EDDF,RKSI,2020-04-07,50.040699587029934,8.545767294394004,37.326794640492594,126.57963628354281,cargo,['DE'],['KR'],0,2020-04-07
10272,35037925,GEC8175,MD11,KATL,CYYZ,2020-04-07,33.63478321140095,-84.43897247314453,43.67454528808594,-79.66346208439313,cargo,['US'],['CA'],0,2020-04-07
10273,35039452,GEC8255,MD11,GOBD,EDDF,2020-04-07,14.66097556938559,-17.07275390625,50.04063034057617,8.54794150904605,cargo,['SN'],['DE'],0,2020-04-07
10274,35041629,GEC8431,,RKSI,EDDF,2020-04-08,37.49862670898438,126.42090493060171,50.04060745239258,8.544851604260893,cargo,['KR'],['DE'],0,2020-04-08
10275,35042605,GEC8175,MD11,CYYZ,EDDF,2020-04-08,43.68019750562765,-79.59562029157365,50.04033279418945,8.543659009431536,cargo,['CA'],['DE'],0,2020-04-08
10276,35044512,GEC8390,MD11,EDDF,UNNT,2020-04-08,50.0394401550293,8.541075053967925,55.02333068847656,82.77156156652114,cargo,['DE'],['RU'],0,2020-04-08
10277,35045470,GEC8401,B77L,RKSI,EDDF,2020-04-08,37.50122587559586,126.4187821097996,50.04061889648438,8.547869230571546,cargo,['KR'],['DE'],0,2020-04-08
10279,35045642,GEC8189,MD11,KORD,CYYZ,2020-04-08,41.969076900158896,-87.90167520212574,43.68525695800781,-79.64800457621728,cargo,['US'],['CA'],0,2020-04-08
10280,35046312,GEC8264,MD11,EDDF,GOBD,2020-04-08,50.040321350097656,8.543659009431536,14.66532897949219,-17.07275390625,cargo,['DE'],['SN'],0,2020-04-08
10281,35046940,GEC8160,MD11,KJFK,CYYZ,2020-04-08,40.61659473483845,-73.78942316228694,43.67367553710938,-79.6648673124091,cargo,['US'],['CA'],0,2020-04-08
10282,35047060,GEC8171,B77L,KATL,CYYZ,2020-04-08,33.6317138671875,-84.451904296875,43.67312622070312,-79.66563380041787,cargo,['US'],['CA'],0,2020-04-08
10283,35047592,GEC8189,MD11,CYYZ,EDDF,2020-04-08,43.68067932128906,-79.65464747229287,50.04343453100172,8.568278132258236,cargo,['CA'],['DE'],0,2020-04-08
10284,35048734,GEC8161,MD11,CYYZ,EDDF,2020-04-08,43.68941484871557,-79.6419198172433,50.039687075857394,8.544022843644425,cargo,['CA'],['DE'],0,2020-04-08
10285,35049813,GEC8171,B77L,CYYZ,EDDF,2020-04-08,43.68718034130032,-79.64525495256696,50.03875350952148,8.560192710474919,cargo,['CA'],['DE'],0,2020-04-08
10286,35049978,GEC8390,MD11,UNNT,RKSI,2020-04-08,54.963575460143005,82.56217262961647,37.31831359863281,126.58704392453457,cargo,['RU'],['KR'],0,2020-04-08
10287,35052386,GEC8264,MD11,GOBD,SBKP,2020-04-08,14.662185927568851,-17.07275390625,-23.00624084472656,-47.13609175248576,cargo,['SN'],['BR'],0,2020-04-08
10288,35057501,GEC8174,MD11,EDDF,KATL,2020-04-08,50.04029225494902,8.543428988070097,33.634689331054695,-84.40672582509562,cargo,['DE'],['US'],0,2020-04-08
10289,35057631,GEC8473,B77L,VHHH,EDDF,2020-04-08,22.30055236816406,113.9113935990767,50.036998684123404,8.54493218499261,cargo,['HK'],['DE'],0,2020-04-08
10290,35059720,GEC8390,MD11,RKSI,RJBB,2020-04-08,37.484606726694906,126.4340077275815,34.43510928396451,135.215950012207,cargo,['KR'],['JP'],0,2020-04-08
10291,35060533,GEC8387,B77L,RKSI,EDDF,2020-04-08,37.49079895019531,126.4282681079621,50.040676310911024,8.545099206872889,cargo,['KR'],['DE'],0,2020-04-08
10292,35060814,GEC8188,B77L,EDDF,KORD,2020-04-08,50.040504455566406,8.547453629343133,41.96575927734375,-87.88881475275213,cargo,['DE'],['US'],0,2020-04-08
10294,35066160,GEC8384,,EDDF,RKSI,2020-04-08,50.04483032226562,8.585743151212993,37.322558386851156,126.58381586489469,cargo,['DE'],['KR'],0,2020-04-08
10295,35066445,GEC8391,MD11,RJBB,UNNT,2020-04-08,34.465275134070446,135.25102615356448,55.02572269762979,82.79771284623578,cargo,['JP'],['RU'],0,2020-04-08
10296,35069036,GEC8405,,RKSI,EDDF,2020-04-08,37.50155639648438,126.4185089760638,50.0370801505396,8.54869945629223,cargo,['KR'],['DE'],0,2020-04-08
10298,35074739,GEC8175,MD11,KATL,CYYZ,2020-04-09,33.634780883789055,-84.43346296037947,43.69532698291843,-79.63335309709822,cargo,['US'],['CA'],0,2020-04-09
10299,35074816,GEC8411,B77L,RKSI,EDDF,2020-04-09,37.50215692035222,126.4181253184443,50.043003922801894,8.573567158467062,cargo,['KR'],['DE'],0,2020-04-09
10300,35074949,GEC8265,MD11,SAEZ,SBKP,2020-04-09,-34.822860717773445,-58.5318491410236,-23.00597627284162,-47.13653564453125,cargo,['AR'],['BR'],0,2020-04-09
10301,35075739,GEC8391,MD11,UNNT,EDDF,2020-04-09,55.04718017578125,82.47412288890165,50.03883361816406,8.541364167865954,cargo,['RU'],['DE'],0,2020-04-09
10302,35076398,GEC8189,B77L,KORD,CYYZ,2020-04-09,41.97228900456832,-87.96056703079573,43.697282176906775,-79.6305411202567,cargo,['US'],['CA'],0,2020-04-09
10303,35077055,GEC8184,B77L,EDDF,KORD,2020-04-09,50.04060745239258,8.547815021715666,41.96580505371094,-87.881948297674,cargo,['DE'],['US'],0,2020-04-09
10304,35077130,GEC8175,MD11,CYYZ,EDDF,2020-04-09,43.686854475635606,-79.64564732142857,50.03936004638672,8.540876288163034,cargo,['CA'],['DE'],0,2020-04-09
10306,35078149,GEC8265,MD11,SBKP,GOBD,2020-04-09,-23.002671063956598,-47.14116414388019,14.663954912605927,-17.07275390625,cargo,['BR'],['SN'],0,2020-04-09
10307,35078610,GEC8189,B77L,CYYZ,EDDF,2020-04-09,43.67856817730402,-79.65781075613842,50.04060745239258,8.547869230571546,cargo,['CA'],['DE'],0,2020-04-09
10309,35087471,GEC8265,MD11,GOBD,EDDF,2020-04-09,14.66013762910487,-17.072705720600332,50.040321350097656,8.543659009431536,cargo,['SN'],['DE'],0,2020-04-09
10310,35087870,GEC8188,MD11,EDDF,KORD,2020-04-09,50.04012680053711,8.54606226870888,41.96575927734375,-87.88101196289062,cargo,['DE'],['US'],0,2020-04-09
10311,35089448,GEC8174,MD11,EDDF,KATL,2020-04-09,50.0394172668457,8.5410569843493,33.63180386818061,-84.4094467163086,cargo,['DE'],['US'],0,2020-04-09
10313,35090849,GEC8185,B77L,KORD,CYYZ,2020-04-09,41.977316646252646,-87.94434303461117,43.66644287109375,-79.60884981377177,cargo,['US'],['CA'],0,2020-04-09
10314,35092192,GEC8346,MD11,EDDF,LTBW,2020-04-09,50.03884506225586,8.541364167865954,41.1948200807733,28.72918562455611,cargo,['DE'],['TR'],0,2020-04-09
10315,35092676,GEC8474,B77L,EDDF,VOBL,2020-04-09,50.03703359830178,8.526541220175254,13.207335391287081,77.66977410567435,cargo,['DE'],['IN'],0,2020-04-09
10316,35093289,GEC8160,MD11,EDDF,KJFK,2020-04-09,50.03964614868164,8.543839705617803,40.61480712890625,-73.74267578125,cargo,['DE'],['US'],0,2020-04-09
10317,35093899,GEC8386,B77L,EDDF,RKSI,2020-04-09,50.03939437866211,8.546694705360814,37.32916880462129,126.5774867845618,cargo,['DE'],['KR'],0,2020-04-09
10318,35094512,GEC8185,B77L,CYYZ,EDDF,2020-04-09,43.687832072629774,-79.63662283761164,50.04005949375993,8.545544598553631,cargo,['CA'],['DE'],0,2020-04-09
10321,35102151,GEC8390,MD11,EDDF,UNNT,2020-04-10,50.06277465820312,8.661635549444902,55.02520751953125,82.7868293313419,cargo,['DE'],['RU'],0,2020-04-10
10322,35103174,GEC8187,MD11,KORD,CYYZ,2020-04-10,41.96891784667969,-87.92208584872162,43.67349398338188,-79.66202872140065,cargo,['US'],['CA'],0,2020-04-10
10323,35103208,GEC8401,,RKSI,EDDF,2020-04-10,37.49876403808594,126.4212555580951,50.04426956176758,8.568486665424548,cargo,['KR'],['DE'],0,2020-04-10
10324,35103527,GEC8175,MD11,KATL,CYYZ,2020-04-10,33.6346435546875,-84.43733059630101,43.68676137115995,-79.64584350585938,cargo,['US'],['CA'],0,2020-04-10
10325,35104084,GEC8474,B77L,VOBL,VHHH,2020-04-10,13.20712280273438,77.69213972420529,22.30073547363281,113.91189297762779,cargo,['IN'],['HK'],0,2020-04-10
10326,35104468,GEC8160,MD11,KJFK,CYYZ,2020-04-10,40.647738181938564,-73.81476662375712,43.66580200195312,-79.60808332576306,cargo,['US'],['CA'],0,2020-04-10
10327,35104769,GEC8187,MD11,CYYZ,EDDF,2020-04-10,43.6864013671875,-79.64627997819764,50.0432599601099,8.573604274440457,cargo,['CA'],['DE'],0,2020-04-10
10328,35105447,GEC8175,MD11,CYYZ,EDDF,2020-04-10,43.68676137115995,-79.63531494140625,50.04031553106793,8.54361456793708,cargo,['CA'],['DE'],0,2020-04-10
10329,35106597,GEC8390,MD11,UNNT,RKSI,2020-04-10,54.970325534626596,82.57182728160511,37.377490027476156,126.5347356381624,cargo,['RU'],['KR'],0,2020-04-10
10330,35107209,GEC8161,MD11,CYYZ,EDDF,2020-04-10,43.68653869628906,-79.63503815406972,50.04063034057617,8.54794150904605,cargo,['CA'],['DE'],0,2020-04-10
10331,35113559,GEC8475,B77L,VHHH,EDDF,2020-04-10,22.30165100097656,113.9148393110795,50.040606482554296,8.544857953045819,cargo,['HK'],['DE'],0,2020-04-10
10332,35114897,GEC8188,MD11,EDDF,KORD,2020-04-10,50.040583206435386,8.547752998970651,41.96580505371094,-87.89349642666906,cargo,['DE'],['US'],0,2020-04-10
10333,35115930,GEC8390,MD11,RKSI,RJBB,2020-04-10,37.48562622070312,126.4382025536071,34.435295492915785,135.216178894043,cargo,['KR'],['JP'],0,2020-04-10
10334,35116612,GEC8387,B77L,RKSI,EDDF,2020-04-10,37.503181069584215,126.42236460810119,50.04124657582428,8.547474629170187,cargo,['KR'],['DE'],0,2020-04-10
10335,35117699,GEC8254,MD11,EDDF,GOBD,2020-04-10,50.0401496887207,8.546170686420641,14.66144109176377,-17.07275390625,cargo,['DE'],['SN'],0,2020-04-10
10336,35118434,GEC8170,MD11,EDDF,KATL,2020-04-10,50.04029846191406,8.543369895533512,33.63473510742188,-84.40313845264666,cargo,['DE'],['US'],0,2020-04-10
10337,35120601,GEC8160,MD11,EDDF,KJFK,2020-04-10,50.04075777732719,8.545470366606839,40.61552403336864,-73.74422940340912,cargo,['DE'],['US'],0,2020-04-10
10339,35121100,GEC8384,B77L,EDDF,RKSI,2020-04-10,50.04104872881357,8.546825099635768,37.32246528237553,126.58339790675949,cargo,['DE'],['KR'],0,2020-04-10
10340,35121598,GEC8391,MD11,RJBB,EDDF,2020-04-10,34.45964231329449,135.2495384216309,50.04396057128906,8.568450526187293,cargo,['JP'],['DE'],0,2020-04-10
10341,35123735,GEC8431,,RKSI,EDDF,2020-04-10,37.50650024414062,126.4147105115525,50.044051348152806,8.568445154138514,cargo,['KR'],['DE'],0,2020-04-10
10342,35128672,GEC8254,MD11,GOBD,SBKP,2020-04-11,14.66842392743644,-17.07280209189969,-23.0068359375,-47.13534268465907,cargo,['SN'],['BR'],0,2020-04-11
10343,35130665,GEC8401,B77L,RKSI,EDDF,2020-04-11,37.502575890492594,126.4181253184443,50.04060745239258,8.547887300190173,cargo,['KR'],['DE'],0,2020-04-11
10345,35131163,GEC8189,MD11,KORD,CYYZ,2020-04-11,41.96567858679821,-87.92671381041059,43.68317684884799,-79.65094430106029,cargo,['US'],['CA'],0,2020-04-11
10346,35131574,GEC8160,MD11,KJFK,CYYZ,2020-04-11,40.64579772949219,-73.810791015625,43.68718034130032,-79.6451895577567,cargo,['US'],['CA'],0,2020-04-11
10347,35131751,GEC8171,MD11,KATL,CYYZ,2020-04-11,33.6346435546875,-84.43710638552295,43.68099975585938,-79.65396082678505,cargo,['US'],['CA'],0,2020-04-11
10348,35132247,GEC8342,MD11,EDDF,LLBG,2020-04-11,50.0406297586732,8.547938578837629,31.95556640625,34.862255859375,cargo,['DE'],['IL'],0,2020-04-11
10349,35132609,GEC8189,MD11,CYYZ,EDDF,2020-04-11,43.6827392578125,-79.6516453942587,50.042759523553364,8.568055436417863,cargo,['CA'],['DE'],0,2020-04-11
10350,35133527,GEC8161,MD11,CYYZ,EDDF,2020-04-11,43.68058776855469,-79.6547113462936,50.04032716912738,8.543651683910474,cargo,['CA'],['DE'],0,2020-04-11
10352,35134019,GEC8171,MD11,CYYZ,EDDF,2020-04-11,43.68671481892214,-79.63538033621654,50.043422892942274,8.568278132258236,cargo,['CA'],['DE'],0,2020-04-11
10353,35134390,GEC8476,B77L,EDDF,VOBL,2020-04-11,50.04123493776483,8.547493187156883,13.20728883904926,77.6719906455592,cargo,['DE'],['IN'],0,2020-04-11
10355,35137439,GEC8343,MD11,LLBG,EDDF,2020-04-11,32.006973266601555,34.83160400390625,50.039698713916856,8.544022843644425,cargo,['IL'],['DE'],0,2020-04-11
10356,35140338,GEC8255,MD11,SBKP,GOBD,2020-04-11,-23.002345198291827,-47.141621907552064,14.649430614406779,-17.072657534950682,cargo,['BR'],['SN'],0,2020-04-11
10357,35140903,GEC8459,,VHHH,EDDF,2020-04-11,22.300570213188557,113.9115397135417,50.04408645629883,8.568450526187293,cargo,['HK'],['DE'],0,2020-04-11
10358,35143542,GEC8385,B77L,RKSI,EDDF,2020-04-11,37.50535583496094,126.4152948907081,50.04061889648438,8.547887300190173,cargo,['KR'],['DE'],0,2020-04-11
10359,35144844,GEC8176,,EDDF,KATL,2020-04-11,50.040733337402344,8.545267205489308,33.63180541992188,-84.4584624621333,cargo,['DE'],['US'],0,2020-04-11
10360,35148140,GEC8386,B77L,EDDF,RKSI,2020-04-11,50.04061889648438,8.547887300190173,37.32297735699152,126.5837561565897,cargo,['DE'],['KR'],0,2020-04-11
10361,35149832,GEC8476,B77L,VOBL,VHHH,2020-04-11,13.206497451006351,77.72282650596217,22.30108228780455,113.91306559244794,cargo,['IN'],['HK'],0,2020-04-11
10362,35152080,GEC8403,B77L,RKSI,EDDF,2020-04-11,37.505927651615465,126.4147816533628,50.036888122558594,8.544508281506987,cargo,['KR'],['DE'],0,2020-04-11
10363,35154017,GEC8255,MD11,GOBD,EDDF,2020-04-12,14.67210388183594,-17.07284861597521,50.04064178466797,8.545014230828535,cargo,['SN'],['DE'],0,2020-04-12
10365,35156705,GEC8177,,KATL,CYYZ,2020-04-12,33.63469010692532,-84.41328048706055,43.698725296279136,-79.62851388113842,cargo,['US'],['CA'],0,2020-04-12
10366,35157353,GEC8477,B77L,VHHH,EDDF,2020-04-12,22.30361938476562,113.9208817915483,50.03733444213867,8.546206825657894,cargo,['HK'],['DE'],0,2020-04-12
10367,35158087,GEC8177,,CYYZ,EDDF,2020-04-12,43.67493710275424,-79.66304234095982,50.036998684123404,8.549664471600506,cargo,['CA'],['DE'],0,2020-04-12
10368,35158213,GEC8174,MD11,EDDF,KATL,2020-04-12,50.03916549682617,8.542755528500205,33.63180541992188,-84.45902298907845,cargo,['DE'],['US'],0,2020-04-12
10369,35160238,GEC8264,MD11,EDDF,GOBD,2020-04-12,50.03521806102687,8.530716767182223,14.66766357421875,-17.0728012611126,cargo,['DE'],['SN'],0,2020-04-12
